BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/30/2017,AP,E0483410,ARAMARK REFRESHMENT SERVICES,2/1/2017,2/28/2017,FOOD & BEVERAGE,108,2017,ARAMARK REFRESHMENT SERVICES
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/7/2017,AP,E0485080,CROCKER NICHOLAS L.,1/30/2017,1/30/2017,FOOD & BEVERAGE,31.94,2017,CROCKER NICHOLAS L.
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/15/2017,AP,E0487849,CROCKER NICHOLAS L.,2/8/2017,2/8/2017,FOOD & BEVERAGE,410.97,2017,CROCKER NICHOLAS L.
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-POTBELLY,1/3/2017,1/28/2017,FOOD & BEVERAGE,167.2,2017,CITI PCARD-POTBELLY
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-SQU SQ  ZORBA'S CAFE,1/3/2017,1/28/2017,FOOD & BEVERAGE,435.5,2017,CITI PCARD-SQU SQ  ZORBA'S CAFE
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/27/2017,AP,E0490257,CROCKER NICHOLAS L.,2/11/2017,2/11/2017,FOOD & BEVERAGE,31.34,2017,CROCKER NICHOLAS L.
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-COSI,1/29/2017,2/28/2017,FOOD & BEVERAGE,200,2017,CITI PCARD-COSI
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-HARRISTEETER,1/29/2017,2/28/2017,FOOD & BEVERAGE,133.19,2017,CITI PCARD-HARRISTEETER
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-MANGIALARDO & SONS,1/29/2017,2/28/2017,FOOD & BEVERAGE,186.85,2017,CITI PCARD-MANGIALARDO & SONS
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-QDOBA MEXICAN GRIL,1/29/2017,2/28/2017,FOOD & BEVERAGE,994.34,2017,CITI PCARD-QDOBA MEXICAN GRIL
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-SQU SQ  ZORBA'S CAFE,1/29/2017,2/28/2017,FOOD & BEVERAGE,304,2017,CITI PCARD-SQU SQ  ZORBA'S CAFE
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-200 BBQ,11/29/2016,12/28/2016,FOOD & BEVERAGE,851.5,2016,CITI PCARD-200 BBQ
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-CARMINE'S,11/29/2016,12/28/2016,FOOD & BEVERAGE,496.95,2016,CITI PCARD-CARMINE'S
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-FIREHOOK BAKERY,11/29/2016,12/28/2016,FOOD & BEVERAGE,549.12,2016,CITI PCARD-FIREHOOK BAKERY
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-GIANT,11/29/2016,12/28/2016,FOOD & BEVERAGE,81.84,2016,CITI PCARD-GIANT
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-HARRIS TEETER,11/29/2016,12/28/2016,FOOD & BEVERAGE,90.87,2016,CITI PCARD-HARRIS TEETER
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-I L C MADISON CAFE,11/29/2016,12/28/2016,FOOD & BEVERAGE,642.6,2016,CITI PCARD-I L C MADISON CAFE
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-LE BON CAFE - SPLENDID,11/29/2016,12/28/2016,FOOD & BEVERAGE,403,2016,CITI PCARD-LE BON CAFE - SPLENDID
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-SQU SQ  ZORBA'S CAFE,11/29/2016,12/28/2016,FOOD & BEVERAGE,389,2016,CITI PCARD-SQU SQ  ZORBA'S CAFE
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-WHOLEFDS CYC,11/29/2016,12/28/2016,FOOD & BEVERAGE,15.75,2016,CITI PCARD-WHOLEFDS CYC
,CHIEF ADMIN OFCR OF THE HOUSE,2017Q1,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,3/21/2017,AP,907205,CHALETZKY ANA Y.,3/15/2017,3/15/2017,FOOD & BEVERAGE,10,2017,CHALETZKY ANA Y.
,CHIEF ADMIN OFCR OF THE HOUSE,2017Q1,ADMIN AND OPS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/9/2017,1/9/2017,FOOD & BEVERAGE,4.94,2017,BOISE CASCADE COMPANY
,CHIEF ADMIN OFCR OF THE HOUSE,2017Q1,ADMIN AND OPS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/23/2017,1/23/2017,FOOD & BEVERAGE,119.06,2017,BOISE CASCADE COMPANY
,CHIEF ADMIN OFCR OF THE HOUSE,2017Q1,ADMIN AND OPS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,1/23/2017,1/23/2017,FOOD & BEVERAGE,59.71,2017,BOISE CASCADE COMPANY
,CHIEF ADMIN OFCR OF THE HOUSE,2017Q1,ADMIN AND OPS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/5/2017,2/5/2017,FOOD & BEVERAGE,4.94,2017,BOISE CASCADE COMPANY
,CHIEF ADMIN OFCR OF THE HOUSE,2017Q1,ADMIN AND OPS,SUPPLIES AND MATERIALS,3/2/2017,AP,E0492026,COYNE III THOMAS E.,2/23/2017,2/23/2017,FOOD & BEVERAGE,324.74,2017,COYNE III THOMAS E.
,CHIEF ADMIN OFCR OF THE HOUSE,2017Q1,ADMIN AND OPS,SUPPLIES AND MATERIALS,3/2/2017,AP,E0492398,DAVIS STACHIA G.,2/22/2017,2/22/2017,FOOD & BEVERAGE,92.41,2017,DAVIS STACHIA G.
,CHIEF ADMIN OFCR OF THE HOUSE,2017Q1,ADMIN AND OPS,SUPPLIES AND MATERIALS,3/2/2017,AP,E0492398,DAVIS STACHIA G.,2/23/2017,2/23/2017,FOOD & BEVERAGE,34,2017,DAVIS STACHIA G.
,CHIEF ADMIN OFCR OF THE HOUSE,2017Q1,ADMIN AND OPS,SUPPLIES AND MATERIALS,3/21/2017,AP,907123,ZUBKOFF JORDANA H.,2/22/2017,2/22/2017,FOOD & BEVERAGE,10,2017,ZUBKOFF JORDANA H.
,CHIEF ADMIN OFCR OF THE HOUSE,2017Q1,ADMIN AND OPS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/10/2017,3/10/2017,FOOD & BEVERAGE,7.58,2017,BOISE CASCADE COMPANY
,CHIEF ADMIN OFCR OF THE HOUSE,2017Q1,ADMIN AND OPS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/13/2017,3/13/2017,FOOD & BEVERAGE,51.92,2017,BOISE CASCADE COMPANY
,CLERK OF THE HOUSE,2017Q1,RECEPTIONS,SUPPLIES AND MATERIALS,1/17/2017,AP,E0478429,BRONSON KAREN A.,12/5/2016,12/5/2016,FOOD & BEVERAGE,150.31,2016,BRONSON KAREN A.
,CLERK OF THE HOUSE,2017Q1,FAMILY ROOM,SUPPLIES AND MATERIALS,3/17/2017,AP,E0496998,CAPITOL  HOST,2/15/2017,2/15/2017,FOOD & BEVERAGE,217.5,2017,CAPITOL  HOST
,CLERK OF THE HOUSE,2017Q1,FAMILY ROOM,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-WB MASON,1/29/2017,2/28/2017,FOOD & BEVERAGE,245.38,2017,CITI PCARD-WB MASON
,SERGEANT AT ARMS,2017Q1,RECEPTIONS,SUPPLIES AND MATERIALS,1/27/2017,AP,898509,IRVING PAUL,1/10/2017,1/10/2017,FOOD & BEVERAGE,156.44,2017,IRVING PAUL
,OFFICE OF THE PARLIAMENTARIAN,2017Q1,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,3/21/2017,AP,E0497978,CAPITOL  HOST,2/15/2017,2/15/2017,FOOD & BEVERAGE,559.2,2017,CAPITOL  HOST
,INTERPARLIAMENTARY AFFAIRS,2017Q1,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,3/21/2017,AP,E0497947,ROBINSON JANICE C.,6/6/2016,6/6/2016,FOOD & BEVERAGE,76.44,2016,ROBINSON JANICE C.
,CHIEF ADMIN OFCR OF THE HOUSE,2017Q1,WOUNDED WARRIOR EXPENSES,SUPPLIES AND MATERIALS,2/27/2017,AP,904142,MILLER DENNIS E.,2/1/2017,2/1/2017,FOOD & BEVERAGE,5.81,2017,MILLER DENNIS E.
A000374,HON. RALPH ABRAHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/9/2017,1/9/2017,FOOD & BEVERAGE,84.64,2017,BOISE CASCADE COMPANY
A000374,HON. RALPH ABRAHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/9/2017,1/9/2017,FOOD & BEVERAGE,76.44,2017,BOISE CASCADE COMPANY
A000374,HON. RALPH ABRAHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/12/2017,1/12/2017,FOOD & BEVERAGE,34.56,2017,BOISE CASCADE COMPANY
A000374,HON. RALPH ABRAHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/13/2017,1/13/2017,FOOD & BEVERAGE,31.68,2017,BOISE CASCADE COMPANY
A000374,HON. RALPH ABRAHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/23/2017,1/23/2017,FOOD & BEVERAGE,183.99,2017,BOISE CASCADE COMPANY
A000374,HON. RALPH ABRAHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,1/31/2017,1/31/2017,FOOD & BEVERAGE,84.5,2017,BOISE CASCADE COMPANY
A000374,HON. RALPH ABRAHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/6/2017,2/6/2017,FOOD & BEVERAGE,105.97,2017,BOISE CASCADE COMPANY
A000374,HON. RALPH ABRAHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/2/2017,3/2/2017,FOOD & BEVERAGE,102.76,2017,BOISE CASCADE COMPANY
A000374,HON. RALPH ABRAHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/10/2017,3/10/2017,FOOD & BEVERAGE,40.54,2017,BOISE CASCADE COMPANY
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/3/2017,AP,E0483598,BIG MANS PERSONAL CHEF SERVICES,1/26/2017,1/26/2017,FOOD & BEVERAGE,520,2017,BIG MANS PERSONAL CHEF SERVICES
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-DUNKIN,1/3/2017,1/28/2017,FOOD & BEVERAGE,17.59,2017,CITI PCARD-DUNKIN
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-PUBLIX,1/3/2017,1/28/2017,FOOD & BEVERAGE,104.47,2017,CITI PCARD-PUBLIX
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/3/2017,AP,E0487360,STEWART KATHERINE,1/3/2017,1/19/2017,FOOD & BEVERAGE,131.63,2017,STEWART KATHERINE
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/9/2017,AP,E0474850,KELLY KEITH B.,12/1/2016,12/1/2016,FOOD & BEVERAGE,56.44,2016,KELLY KEITH B.
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-BOJANGLES,11/29/2016,12/28/2016,FOOD & BEVERAGE,224.39,2016,CITI PCARD-BOJANGLES
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-HARRISTEETER,11/29/2016,12/28/2016,FOOD & BEVERAGE,107.86,2016,CITI PCARD-HARRISTEETER
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-VIVA CHICKEN,11/29/2016,12/28/2016,FOOD & BEVERAGE,55.91,2016,CITI PCARD-VIVA CHICKEN
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/2/2017,AP,E0482075,LAWSON CHRISTOPHER L.,1/12/2017,1/12/2017,FOOD & BEVERAGE,10.77,2017,LAWSON CHRISTOPHER L.
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,E0487534,CULLMAN AREA CHAMBER OF COMMERCE,2/8/2017,2/8/2017,FOOD & BEVERAGE,15,2017,CULLMAN AREA CHAMBER OF COMMERCE
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/28/2017,AP,E0490197,KENNEDY KREG,1/17/2017,1/17/2017,FOOD & BEVERAGE,20,2017,KENNEDY KREG
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/22/2017,AP,E0495701,HOUSEL REUBEN P.,2/8/2017,2/13/2017,FOOD & BEVERAGE,29.74,2017,HOUSEL REUBEN P.
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/22/2017,AP,E0495716,CULLMAN AREA CHAMBER OF COMMERCE,3/9/2017,3/9/2017,FOOD & BEVERAGE,50,2017,CULLMAN AREA CHAMBER OF COMMERCE
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-WAL-MART,11/29/2016,12/28/2016,FOOD & BEVERAGE,98.96,2016,CITI PCARD-WAL-MART
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/10/2017,AP,E0481996,HOUSEL REUBEN P.,12/5/2016,12/5/2016,FOOD & BEVERAGE,8.62,2016,HOUSEL REUBEN P.
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/3/2017,AP,E0490193,RELL BRIAN E.,12/31/2016,12/31/2016,FOOD & BEVERAGE,133.62,2016,RELL BRIAN E.
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/9/2017,1/9/2017,FOOD & BEVERAGE,49.22,2017,BOISE CASCADE COMPANY
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/26/2017,AP,E0481627,FLORES ERIKA I.,1/11/2017,1/11/2017,FOOD & BEVERAGE,79.9,2017,FLORES ERIKA I.
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,E0485752,HARLIN ANDREA,1/23/2017,1/26/2017,FOOD & BEVERAGE,28.9,2017,HARLIN ANDREA
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/13/2017,1/13/2017,FOOD & BEVERAGE,34.86,2017,BOISE CASCADE COMPANY
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/16/2017,AP,E0496292,HARLIN ANDREA,2/18/2017,2/21/2017,FOOD & BEVERAGE,61.23,2017,HARLIN ANDREA
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-SQ  MITLA CAFE,1/29/2017,2/28/2017,FOOD & BEVERAGE,43.3,2017,CITI PCARD-SQ  MITLA CAFE
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-STATERBROS,1/29/2017,2/28/2017,FOOD & BEVERAGE,15.37,2017,CITI PCARD-STATERBROS
A000371,HON. PETE AGUILAR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/17/2017,2/17/2017,FOOD & BEVERAGE,51.76,2017,BOISE CASCADE COMPANY
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/6/2017,1/6/2017,FOOD & BEVERAGE,19.4,2017,BOISE CASCADE COMPANY
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/13/2017,2/13/2017,FOOD & BEVERAGE,258.83,2017,BOISE CASCADE COMPANY
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/10/2017,AP,E0492689,SEDA MEGAN E.,1/17/2017,1/17/2017,FOOD & BEVERAGE,15,2017,SEDA MEGAN E.
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,2/28/2017,2/28/2017,FOOD & BEVERAGE,36.08,2017,BOISE CASCADE COMPANY
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/10/2017,AP,E0475019,SHEPHERD SAMUEL C.,12/7/2016,12/7/2016,FOOD & BEVERAGE,30,2016,SHEPHERD SAMUEL C.
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/12/2017,AP,E0474992,HILL ALEXANDER J.,12/14/2016,12/14/2016,FOOD & BEVERAGE,15,2016,HILL ALEXANDER J.
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/24/2017,AP,E0478701,MORGAN DIANE T.,12/19/2016,12/19/2016,FOOD & BEVERAGE,113.78,2016,MORGAN DIANE T.
A000367,HON. JUSTIN A. AMASH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-GRAND RAPIDS URBAN LEA,1/3/2017,1/28/2017,FOOD & BEVERAGE,300,2017,CITI PCARD-GRAND RAPIDS URBAN LEA
A000367,HON. JUSTIN A. AMASH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-GFS STORE,11/29/2016,12/28/2016,FOOD & BEVERAGE,64.83,2016,CITI PCARD-GFS STORE
A000367,HON. JUSTIN A. AMASH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-PANERA BREAD,11/29/2016,12/28/2016,FOOD & BEVERAGE,59.34,2016,CITI PCARD-PANERA BREAD
A000367,HON. JUSTIN A. AMASH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-PEPPINOS GRILL PIZZERI,11/29/2016,12/28/2016,FOOD & BEVERAGE,132.81,2016,CITI PCARD-PEPPINOS GRILL PIZZERI
A000367,HON. JUSTIN A. AMASH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,E0478640,GRAND OFFICE SUPPLY,12/16/2016,12/16/2016,FOOD & BEVERAGE,13.79,2016,GRAND OFFICE SUPPLY
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0493814,KIMMIE CANDY COMPANY,2/6/2017,2/6/2017,FOOD & BEVERAGE,159.51,2017,KIMMIE CANDY COMPANY
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/14/2016,12/14/2016,FOOD & BEVERAGE,161.25,2016,BOISE CASCADE COMPANY
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-COSTCO.COM   ONLINE,11/29/2016,12/28/2016,FOOD & BEVERAGE,416.37,2016,CITI PCARD-COSTCO.COM   ONLINE
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-MY FAVORITE MUFFIN,11/29/2016,12/28/2016,FOOD & BEVERAGE,30.37,2016,CITI PCARD-MY FAVORITE MUFFIN
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-PORT OF SUBS,11/29/2016,12/28/2016,FOOD & BEVERAGE,38,2016,CITI PCARD-PORT OF SUBS
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-WAL-MART,11/29/2016,12/28/2016,FOOD & BEVERAGE,33.37,2016,CITI PCARD-WAL-MART
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/13/2017,AP,E0486252,SOLIDAY TRACY A.,12/4/2016,12/4/2016,FOOD & BEVERAGE,35,2016,SOLIDAY TRACY A.
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/15/2017,AP,E0486917,GARZON ARTURO,12/9/2016,12/9/2016,FOOD & BEVERAGE,35,2016,GARZON ARTURO
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/15/2017,AP,E0485519,HARDAWAY DAVID J.,1/10/2017,1/10/2017,FOOD & BEVERAGE,120,2017,HARDAWAY DAVID J.
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/15/2017,AP,E0485519,HARDAWAY DAVID J.,1/16/2017,1/16/2017,FOOD & BEVERAGE,127.52,2017,HARDAWAY DAVID J.
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0493827,DECKER LAUREN E.,2/9/2017,2/9/2017,FOOD & BEVERAGE,15,2017,DECKER LAUREN E.
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/17/2017,AP,E0496831,WHISTLER MARY C.,3/7/2017,3/7/2017,FOOD & BEVERAGE,128.88,2017,WHISTLER MARY C.
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/24/2017,AP,E0498535,HEINRICH LAUREN R.,2/11/2017,2/11/2017,FOOD & BEVERAGE,60,2017,HEINRICH LAUREN R.
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/24/2017,AP,E0498535,HEINRICH LAUREN R.,2/20/2017,2/24/2017,FOOD & BEVERAGE,430.02,2017,HEINRICH LAUREN R.
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/4/2017,1/4/2017,FOOD & BEVERAGE,65.54,2017,BOISE CASCADE COMPANY
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/10/2017,1/10/2017,FOOD & BEVERAGE,26.26,2017,BOISE CASCADE COMPANY
